user_id,exercise,muscle_group,difficulty,duration_min,rating,fitness_level
41,Lunges,legs,1,31,4,1
41,Burpees,full,2,68,5,1
41,Bench Press,chest,3,73,4,1
41,Bench Press,chest,3,73,2,1
41,Plank,core,1,27,4,1
41,Plank,core,1,47,5,1
41,Deadlifts,back,3,34,3,1
41,Deadlifts,back,3,81,4,1
41,Lunges,legs,1,23,4,1
41,Burpees,full,2,74,3,1
41,Burpees,full,2,21,5,1
41,Row,back,2,67,3,1
41,Row,back,2,47,5,1
41,OHP,shoulders,3,32,3,1
41,Plank,core,1,49,4,1
41,Squats,legs,2,84,3,1
41,Row,back,2,67,3,1
41,Burpees,full,2,21,3,1
41,OHP,shoulders,3,36,4,1
41,Row,back,2,89,5,1
41,Burpees,full,2,56,4,1
41,Push-ups,chest,1,37,5,1
42,Row,back,2,46,5,2
42,OHP,shoulders,3,38,5,2
42,OHP,shoulders,3,66,5,2
42,Push-ups,chest,1,70,3,2
42,Row,back,2,34,4,2
42,OHP,shoulders,3,62,3,2
42,Bench Press,chest,3,22,3,2
42,Push-ups,chest,1,45,5,2
42,Row,back,2,88,5,2
42,Row,back,2,50,5,2
42,Bench Press,chest,3,39,5,2
42,Plank,core,1,68,5,2
42,Lunges,legs,1,72,3,2
42,Plank,core,1,30,5,2
42,Push-ups,chest,1,69,3,2
42,Bench Press,chest,3,41,3,2
42,Squats,legs,2,40,5,2
42,Deadlifts,back,3,43,5,2
42,Row,back,2,24,5,2
42,Lunges,legs,1,54,5,2
42,Row,back,2,29,5,2
43,Row,back,2,22,5,2
43,Deadlifts,back,3,22,4,2
43,Push-ups,chest,1,36,3,2
43,Deadlifts,back,3,21,3,2
43,Push-ups,chest,1,46,3,2
43,OHP,shoulders,3,41,4,2
43,Push-ups,chest,1,42,4,2
43,Burpees,full,2,84,5,2
43,OHP,shoulders,3,80,3,2
43,OHP,shoulders,3,69,5,2
43,Bench Press,chest,3,53,5,2
43,OHP,shoulders,3,74,5,2
43,Pull-ups,back,2,49,5,2
43,OHP,shoulders,3,54,3,2
43,Row,back,2,74,5,2
43,Plank,core,1,41,5,2
44,Pull-ups,back,2,22,5,2
44,Push-ups,chest,1,78,5,2
44,Burpees,full,2,33,5,2
44,Row,back,2,77,5,2
44,Burpees,full,2,72,5,2
44,Row,back,2,26,4,2
44,Push-ups,chest,1,64,5,2
44,Bench Press,chest,3,54,4,2
44,OHP,shoulders,3,40,3,2
44,Plank,core,1,29,5,2
44,Deadlifts,back,3,34,5,2
44,Push-ups,chest,1,25,3,2
44,OHP,shoulders,3,58,5,2
44,Row,back,2,72,5,2
44,Burpees,full,2,29,5,2
44,Burpees,full,2,22,4,2
44,Bench Press,chest,3,26,5,2
44,Row,back,2,35,5,2
44,Deadlifts,back,3,23,5,2
44,Deadlifts,back,3,46,4,2
44,Lunges,legs,1,36,3,2
44,Push-ups,chest,1,89,4,2
44,Bench Press,chest,3,27,4,2
45,Pull-ups,back,2,66,3,0
45,Plank,core,1,26,4,0
45,Burpees,full,2,47,4,0
45,Bench Press,chest,3,73,2,0
45,Plank,core,1,25,5,0
45,Row,back,2,88,4,0
45,Lunges,legs,1,78,5,0
45,Pull-ups,back,2,87,4,0
45,Bench Press,chest,3,20,2,0
45,Burpees,full,2,60,3,0
45,Burpees,full,2,71,2,0
45,Push-ups,chest,1,80,3,0
45,Burpees,full,2,59,4,0
45,Plank,core,1,63,3,0
45,Burpees,full,2,63,3,0
45,Burpees,full,2,30,2,0
45,Lunges,legs,1,53,5,0
45,Deadlifts,back,3,26,1,0
45,Burpees,full,2,24,2,0
45,Squats,legs,2,56,2,0
45,Burpees,full,2,61,2,0
45,Row,back,2,67,3,0
45,Deadlifts,back,3,83,1,0
45,Deadlifts,back,3,65,1,0
45,Pull-ups,back,2,22,2,0
46,Squats,legs,2,36,5,2
46,Push-ups,chest,1,59,4,2
46,Burpees,full,2,48,5,2
46,Row,back,2,48,5,2
46,Bench Press,chest,3,50,5,2
46,Deadlifts,back,3,58,4,2
46,Squats,legs,2,70,5,2
46,Row,back,2,61,5,2
46,Plank,core,1,62,3,2
46,Squats,legs,2,80,5,2
46,Row,back,2,54,5,2
46,Plank,core,1,59,3,2
46,Lunges,legs,1,71,3,2
46,Deadlifts,back,3,43,4,2
46,Push-ups,chest,1,26,5,2
46,Deadlifts,back,3,39,5,2
46,Pull-ups,back,2,49,5,2
46,OHP,shoulders,3,41,3,2
46,Row,back,2,80,4,2
46,Pull-ups,back,2,46,5,2
47,Plank,core,1,79,5,1
47,Pull-ups,back,2,22,3,1
47,Pull-ups,back,2,49,4,1
47,Squats,legs,2,50,5,1
47,Squats,legs,2,21,5,1
47,Plank,core,1,73,5,1
47,OHP,shoulders,3,36,3,1
48,Squats,legs,2,49,4,1
48,Burpees,full,2,85,4,1
48,Squats,legs,2,70,3,1
48,OHP,shoulders,3,46,3,1
48,Bench Press,chest,3,62,4,1
48,OHP,shoulders,3,25,3,1
48,Push-ups,chest,1,70,4,1
48,Squats,legs,2,21,5,1
48,Row,back,2,89,5,1
49,Lunges,legs,1,54,5,2
49,Plank,core,1,76,4,2
49,Push-ups,chest,1,68,5,2
49,Squats,legs,2,40,4,2
49,Deadlifts,back,3,88,4,2
49,Lunges,legs,1,71,4,2
49,Burpees,full,2,37,4,2
49,Squats,legs,2,58,4,2
49,Pull-ups,back,2,40,4,2
49,Deadlifts,back,3,77,3,2
49,Bench Press,chest,3,26,5,2
49,Squats,legs,2,22,5,2
49,Row,back,2,50,5,2
49,Row,back,2,86,5,2
49,Bench Press,chest,3,57,5,2
49,Push-ups,chest,1,27,4,2
49,Pull-ups,back,2,81,5,2
49,Push-ups,chest,1,59,3,2
49,Bench Press,chest,3,34,3,2
49,Squats,legs,2,35,5,2
49,OHP,shoulders,3,42,5,2
49,Push-ups,chest,1,32,4,2
49,Burpees,full,2,49,5,2
49,Row,back,2,85,5,2
49,Squats,legs,2,58,4,2
49,Squats,legs,2,53,5,2
50,OHP,shoulders,3,73,3,1
50,Pull-ups,back,2,22,3,1
50,Plank,core,1,82,4,1
50,Deadlifts,back,3,87,3,1
50,Push-ups,chest,1,42,4,1
50,Squats,legs,2,36,4,1
50,Deadlifts,back,3,35,4,1
50,Deadlifts,back,3,52,3,1
50,Push-ups,chest,1,58,5,1
50,OHP,shoulders,3,76,3,1
50,Burpees,full,2,25,3,1
50,OHP,shoulders,3,73,3,1
50,Deadlifts,back,3,78,4,1
50,Plank,core,1,21,5,1
50,Row,back,2,69,4,1
50,Push-ups,chest,1,35,4,1
50,Deadlifts,back,3,50,2,1
50,Deadlifts,back,3,42,3,1
50,Bench Press,chest,3,81,2,1
50,Bench Press,chest,3,69,2,1
50,Bench Press,chest,3,34,3,1
50,Row,back,2,64,4,1
50,Squats,legs,2,41,4,1
50,Lunges,legs,1,89,4,1
50,OHP,shoulders,3,63,4,1
50,Push-ups,chest,1,79,4,1
51,Push-ups,chest,1,26,5,0
51,Lunges,legs,1,86,3,0
51,Row,back,2,80,4,0
51,Pull-ups,back,2,82,3,0
51,Plank,core,1,74,4,0
51,Bench Press,chest,3,75,1,0
51,Plank,core,1,29,5,0
51,Pull-ups,back,2,35,4,0
51,Lunges,legs,1,49,5,0
51,Pull-ups,back,2,20,4,0
51,Row,back,2,65,2,0
51,Pull-ups,back,2,57,2,0
51,Bench Press,chest,3,69,1,0
51,Burpees,full,2,63,2,0
51,Squats,legs,2,84,3,0
51,Row,back,2,65,4,0
51,Deadlifts,back,3,77,1,0
51,Deadlifts,back,3,32,2,0
51,Row,back,2,67,4,0
51,Bench Press,chest,3,24,2,0
51,Row,back,2,40,3,0
51,Bench Press,chest,3,46,3,0
51,Push-ups,chest,1,68,4,0
51,Pull-ups,back,2,61,2,0
51,Row,back,2,20,4,0
51,Row,back,2,23,4,0
51,Push-ups,chest,1,53,3,0
52,Lunges,legs,1,69,5,1
52,Lunges,legs,1,89,4,1
52,Row,back,2,85,5,1
52,Pull-ups,back,2,54,4,1
52,OHP,shoulders,3,68,4,1
52,Burpees,full,2,46,4,1
52,Push-ups,chest,1,87,5,1
52,Pull-ups,back,2,68,4,1
52,Bench Press,chest,3,39,3,1
52,Burpees,full,2,51,5,1
52,Plank,core,1,61,5,1
52,Burpees,full,2,80,4,1
52,Squats,legs,2,45,3,1
52,Row,back,2,60,4,1
52,Squats,legs,2,67,3,1
52,OHP,shoulders,3,80,3,1
52,Deadlifts,back,3,37,3,1
52,Push-ups,chest,1,31,5,1
52,Plank,core,1,65,5,1
52,Lunges,legs,1,21,4,1
52,Pull-ups,back,2,38,5,1
52,OHP,shoulders,3,61,2,1
52,Row,back,2,65,5,1
52,Deadlifts,back,3,89,4,1
52,Squats,legs,2,43,3,1
53,Burpees,full,2,67,4,1
53,Deadlifts,back,3,42,3,1
53,OHP,shoulders,3,52,2,1
53,OHP,shoulders,3,80,2,1
53,Plank,core,1,77,5,1
53,Plank,core,1,20,4,1
53,Burpees,full,2,72,3,1
53,Row,back,2,79,5,1
53,Burpees,full,2,67,5,1
53,Plank,core,1,26,5,1
53,Pull-ups,back,2,38,4,1
53,Lunges,legs,1,80,5,1
53,Burpees,full,2,54,5,1
53,Push-ups,chest,1,72,5,1
53,Deadlifts,back,3,72,3,1
53,Squats,legs,2,84,5,1
53,Deadlifts,back,3,53,3,1
53,Bench Press,chest,3,22,3,1
53,Deadlifts,back,3,35,3,1
53,Bench Press,chest,3,28,2,1
53,Plank,core,1,71,5,1
53,Plank,core,1,79,5,1
53,Deadlifts,back,3,22,4,1
53,Lunges,legs,1,42,5,1
53,Squats,legs,2,49,3,1
53,Bench Press,chest,3,77,3,1
53,Burpees,full,2,26,5,1
53,Row,back,2,75,5,1
54,Push-ups,chest,1,65,3,0
54,Pull-ups,back,2,24,3,0
54,Pull-ups,back,2,69,3,0
54,Pull-ups,back,2,32,4,0
54,Bench Press,chest,3,69,2,0
54,Row,back,2,53,4,0
54,Row,back,2,30,3,0
54,Pull-ups,back,2,69,2,0
54,Deadlifts,back,3,60,3,0
54,Bench Press,chest,3,81,1,0
54,Plank,core,1,52,5,0
54,Burpees,full,2,34,2,0
54,Pull-ups,back,2,79,2,0
54,Lunges,legs,1,62,3,0
54,Lunges,legs,1,45,3,0
54,Pull-ups,back,2,68,2,0
55,OHP,shoulders,3,67,2,0
55,Lunges,legs,1,85,5,0
55,Row,back,2,71,4,0
55,Row,back,2,40,3,0
55,Plank,core,1,75,4,0
55,Squats,legs,2,39,2,0
55,Burpees,full,2,24,3,0
55,Plank,core,1,87,5,0
55,Burpees,full,2,22,4,0
56,Deadlifts,back,3,43,2,1
56,Bench Press,chest,3,20,4,1
56,Squats,legs,2,31,4,1
56,Row,back,2,37,3,1
56,Plank,core,1,35,4,1
56,Pull-ups,back,2,64,4,1
56,Deadlifts,back,3,26,4,1
56,Burpees,full,2,32,3,1
56,Burpees,full,2,63,3,1
56,Row,back,2,24,5,1
56,Bench Press,chest,3,23,3,1
56,Deadlifts,back,3,35,2,1
56,Lunges,legs,1,55,5,1
57,Burpees,full,2,80,5,2
57,Push-ups,chest,1,77,3,2
57,Burpees,full,2,76,4,2
57,OHP,shoulders,3,82,5,2
57,Squats,legs,2,46,4,2
57,Plank,core,1,86,3,2
57,Burpees,full,2,64,5,2
57,Bench Press,chest,3,86,3,2
57,Lunges,legs,1,61,4,2
57,Row,back,2,89,5,2
57,Pull-ups,back,2,25,5,2
57,Burpees,full,2,74,5,2
57,Pull-ups,back,2,35,5,2
57,Lunges,legs,1,56,3,2
57,OHP,shoulders,3,35,4,2
57,Squats,legs,2,63,5,2
57,Row,back,2,29,5,2
57,Push-ups,chest,1,38,4,2
57,Pull-ups,back,2,64,4,2
57,Push-ups,chest,1,21,3,2
57,Squats,legs,2,46,5,2
57,OHP,shoulders,3,46,3,2
57,OHP,shoulders,3,37,3,2
57,Bench Press,chest,3,44,4,2
57,Lunges,legs,1,57,4,2
57,Push-ups,chest,1,29,5,2
57,Squats,legs,2,42,4,2
58,Burpees,full,2,72,3,1
58,Burpees,full,2,39,3,1
58,Row,back,2,64,3,1
58,Pull-ups,back,2,84,3,1
58,Squats,legs,2,89,5,1
59,Bench Press,chest,3,64,2,1
59,Push-ups,chest,1,51,5,1
59,Push-ups,chest,1,71,5,1
59,Bench Press,chest,3,59,2,1
59,Row,back,2,48,4,1
59,Lunges,legs,1,45,5,1
59,Lunges,legs,1,78,4,1
60,Plank,core,1,31,4,2
60,Burpees,full,2,55,5,2
60,Lunges,legs,1,26,3,2
60,Plank,core,1,22,5,2
60,Pull-ups,back,2,20,4,2
60,Lunges,legs,1,69,5,2
60,OHP,shoulders,3,82,5,2
60,Burpees,full,2,86,5,2
60,Row,back,2,87,5,2
60,Pull-ups,back,2,44,5,2
60,Plank,core,1,85,3,2
60,Row,back,2,69,5,2
60,Pull-ups,back,2,82,4,2
60,OHP,shoulders,3,57,3,2
60,Bench Press,chest,3,72,5,2
60,Bench Press,chest,3,86,4,2
60,Burpees,full,2,33,4,2
60,OHP,shoulders,3,73,4,2
60,Deadlifts,back,3,71,4,2
60,Bench Press,chest,3,47,4,2
60,Lunges,legs,1,49,4,2
60,Bench Press,chest,3,73,5,2
60,Bench Press,chest,3,67,3,2
60,Pull-ups,back,2,89,5,2
60,OHP,shoulders,3,72,3,2
61,Lunges,legs,1,64,3,2
61,Deadlifts,back,3,32,5,2
61,Deadlifts,back,3,29,5,2
61,Plank,core,1,25,4,2
61,OHP,shoulders,3,65,5,2
61,Pull-ups,back,2,56,4,2
61,Squats,legs,2,66,4,2
61,Bench Press,chest,3,74,5,2
61,Lunges,legs,1,54,4,2
61,Pull-ups,back,2,32,4,2
61,Bench Press,chest,3,68,4,2
61,Squats,legs,2,72,5,2
61,Plank,core,1,66,5,2
62,OHP,shoulders,3,89,1,0
62,Deadlifts,back,3,73,3,0
62,Burpees,full,2,86,2,0
62,Pull-ups,back,2,67,3,0
62,Row,back,2,21,3,0
62,Push-ups,chest,1,59,4,0
62,Row,back,2,52,3,0
62,Lunges,legs,1,31,4,0
62,Bench Press,chest,3,24,3,0
62,Pull-ups,back,2,51,2,0
62,Bench Press,chest,3,79,2,0
62,Deadlifts,back,3,60,1,0
62,Squats,legs,2,32,3,0
62,OHP,shoulders,3,70,2,0
62,Deadlifts,back,3,53,1,0
62,Plank,core,1,59,3,0
62,Row,back,2,33,4,0
62,Lunges,legs,1,76,4,0
62,Burpees,full,2,35,2,0
62,Push-ups,chest,1,48,4,0
62,Push-ups,chest,1,73,4,0
62,Squats,legs,2,75,4,0
62,Deadlifts,back,3,28,1,0
62,Plank,core,1,35,3,0
63,Lunges,legs,1,29,4,1
63,Deadlifts,back,3,43,3,1
63,Burpees,full,2,41,4,1
63,OHP,shoulders,3,38,3,1
63,Pull-ups,back,2,54,4,1
63,Pull-ups,back,2,26,3,1
63,Push-ups,chest,1,29,5,1
63,Lunges,legs,1,54,5,1
63,Row,back,2,39,3,1
63,Squats,legs,2,56,4,1
63,Plank,core,1,73,5,1
63,Bench Press,chest,3,47,3,1
63,Row,back,2,42,4,1
63,Burpees,full,2,78,5,1
63,OHP,shoulders,3,52,4,1
63,Push-ups,chest,1,41,4,1
63,Push-ups,chest,1,61,5,1
63,Row,back,2,70,4,1
63,Plank,core,1,53,4,1
64,Burpees,full,2,40,3,1
64,Row,back,2,88,3,1
64,Lunges,legs,1,32,4,1
64,Deadlifts,back,3,42,2,1
64,Lunges,legs,1,39,4,1
64,Push-ups,chest,1,47,5,1
64,Deadlifts,back,3,75,4,1
64,Burpees,full,2,54,3,1
64,Burpees,full,2,38,3,1
64,Bench Press,chest,3,69,4,1
64,Bench Press,chest,3,77,3,1
64,Plank,core,1,45,5,1
64,Squats,legs,2,20,3,1
64,Plank,core,1,66,5,1
64,Pull-ups,back,2,86,3,1
64,Row,back,2,88,5,1
64,Lunges,legs,1,87,5,1
65,Bench Press,chest,3,36,3,2
65,Bench Press,chest,3,21,4,2
65,Deadlifts,back,3,85,3,2
65,Burpees,full,2,42,4,2
65,Push-ups,chest,1,86,5,2
65,Row,back,2,26,4,2
65,Bench Press,chest,3,83,4,2
65,OHP,shoulders,3,44,3,2
65,Row,back,2,46,5,2
65,Squats,legs,2,88,5,2
65,OHP,shoulders,3,28,3,2
65,Squats,legs,2,69,5,2
65,Plank,core,1,38,5,2
65,Burpees,full,2,44,5,2
65,Pull-ups,back,2,52,5,2
65,Burpees,full,2,35,5,2
65,Row,back,2,88,5,2
65,OHP,shoulders,3,44,3,2
65,Plank,core,1,53,3,2
65,Squats,legs,2,42,4,2
65,Plank,core,1,61,3,2
65,Pull-ups,back,2,60,5,2
65,Plank,core,1,81,5,2
66,Squats,legs,2,72,4,1
66,Bench Press,chest,3,26,2,1
66,Deadlifts,back,3,73,4,1
66,Burpees,full,2,78,4,1
66,Squats,legs,2,77,3,1
66,Pull-ups,back,2,30,5,1
66,Squats,legs,2,58,3,1
66,Row,back,2,89,5,1
66,Deadlifts,back,3,60,3,1
66,Burpees,full,2,79,4,1
66,OHP,shoulders,3,23,2,1
66,Row,back,2,84,4,1
66,Squats,legs,2,81,4,1
66,Plank,core,1,87,5,1
66,Deadlifts,back,3,63,3,1
66,OHP,shoulders,3,80,2,1
66,Row,back,2,49,5,1
66,Plank,core,1,71,4,1
67,Plank,core,1,48,5,2
67,Row,back,2,88,5,2
67,Deadlifts,back,3,68,4,2
67,Squats,legs,2,69,5,2
67,Plank,core,1,31,3,2
67,Pull-ups,back,2,67,5,2
67,Deadlifts,back,3,20,3,2
67,Lunges,legs,1,34,5,2
67,Burpees,full,2,38,5,2
67,Deadlifts,back,3,52,5,2
68,Bench Press,chest,3,69,2,1
68,Burpees,full,2,25,5,1
68,Squats,legs,2,86,3,1
68,Deadlifts,back,3,78,2,1
68,Pull-ups,back,2,83,3,1
68,Pull-ups,back,2,67,3,1
68,Deadlifts,back,3,52,2,1
68,Pull-ups,back,2,43,3,1
68,Squats,legs,2,60,3,1
69,Push-ups,chest,1,55,5,2
69,Push-ups,chest,1,39,3,2
69,Push-ups,chest,1,59,3,2
69,Squats,legs,2,45,4,2
69,Push-ups,chest,1,81,4,2
69,Push-ups,chest,1,85,5,2
69,Lunges,legs,1,89,5,2
69,Lunges,legs,1,50,3,2
69,Plank,core,1,75,4,2
69,Pull-ups,back,2,60,5,2
69,OHP,shoulders,3,42,3,2
69,OHP,shoulders,3,39,3,2
70,Plank,core,1,52,5,1
70,Squats,legs,2,84,5,1
70,Pull-ups,back,2,60,4,1
70,Plank,core,1,49,5,1
70,Squats,legs,2,85,4,1
70,Plank,core,1,87,4,1
70,Pull-ups,back,2,32,3,1
70,Burpees,full,2,75,4,1
70,Squats,legs,2,49,3,1
70,Pull-ups,back,2,42,4,1
70,Plank,core,1,50,4,1
70,Plank,core,1,36,4,1
70,Bench Press,chest,3,86,3,1
70,Lunges,legs,1,41,4,1
70,OHP,shoulders,3,88,3,1
70,Push-ups,chest,1,87,4,1
70,OHP,shoulders,3,39,2,1
70,Deadlifts,back,3,87,4,1
70,Plank,core,1,71,4,1
70,Bench Press,chest,3,55,3,1
70,Plank,core,1,89,5,1
70,Deadlifts,back,3,35,4,1
71,Lunges,legs,1,37,4,2
71,Bench Press,chest,3,34,5,2
71,Pull-ups,back,2,20,4,2
71,Squats,legs,2,31,5,2
71,Pull-ups,back,2,79,5,2
71,Row,back,2,30,5,2
71,Burpees,full,2,32,5,2
71,Lunges,legs,1,38,4,2
71,Deadlifts,back,3,47,5,2
71,Row,back,2,60,5,2
71,Burpees,full,2,69,5,2
71,Push-ups,chest,1,49,3,2
71,Squats,legs,2,89,5,2
71,OHP,shoulders,3,70,3,2
71,Pull-ups,back,2,40,5,2
71,Push-ups,chest,1,48,5,2
71,Burpees,full,2,56,4,2
71,Lunges,legs,1,49,5,2
72,Deadlifts,back,3,84,3,2
72,Push-ups,chest,1,78,3,2
72,Burpees,full,2,50,5,2
72,Lunges,legs,1,21,3,2
72,Push-ups,chest,1,26,4,2
73,Burpees,full,2,87,5,2
73,Bench Press,chest,3,30,5,2
73,Push-ups,chest,1,42,5,2
73,Push-ups,chest,1,41,3,2
73,Row,back,2,31,4,2
73,Pull-ups,back,2,52,4,2
73,Pull-ups,back,2,57,4,2
73,Plank,core,1,39,4,2
73,Row,back,2,27,5,2
73,Pull-ups,back,2,89,4,2
73,Lunges,legs,1,86,5,2
73,Squats,legs,2,54,5,2
73,Push-ups,chest,1,58,4,2
73,Row,back,2,39,4,2
73,Lunges,legs,1,72,4,2
73,Push-ups,chest,1,57,3,2
73,Squats,legs,2,54,5,2
73,Lunges,legs,1,87,4,2
73,Bench Press,chest,3,24,3,2
73,Burpees,full,2,59,4,2
73,Plank,core,1,49,4,2
73,OHP,shoulders,3,38,3,2
73,Plank,core,1,53,4,2
74,Lunges,legs,1,44,4,2
74,Row,back,2,45,4,2
74,Lunges,legs,1,87,5,2
74,Push-ups,chest,1,69,3,2
74,Pull-ups,back,2,69,4,2
74,Deadlifts,back,3,81,3,2
74,Pull-ups,back,2,48,5,2
74,Squats,legs,2,63,4,2
74,Bench Press,chest,3,78,5,2
74,Lunges,legs,1,63,4,2
74,Deadlifts,back,3,76,3,2
74,Squats,legs,2,57,4,2
74,Bench Press,chest,3,82,5,2
74,OHP,shoulders,3,58,4,2
74,Squats,legs,2,85,5,2
74,Plank,core,1,50,3,2
74,Burpees,full,2,46,4,2
74,Burpees,full,2,62,5,2
74,Squats,legs,2,52,5,2
74,Plank,core,1,45,5,2
74,OHP,shoulders,3,64,4,2
74,Lunges,legs,1,86,4,2
74,Squats,legs,2,32,5,2
74,Burpees,full,2,20,4,2
75,Deadlifts,back,3,36,1,0
75,Burpees,full,2,32,2,0
75,Burpees,full,2,76,4,0
75,Plank,core,1,61,4,0
75,Deadlifts,back,3,63,1,0
75,Squats,legs,2,20,4,0
75,Pull-ups,back,2,26,2,0
75,Lunges,legs,1,73,5,0
75,Row,back,2,72,3,0
75,Lunges,legs,1,51,3,0
75,Squats,legs,2,56,4,0
75,Lunges,legs,1,37,3,0
76,Lunges,legs,1,20,5,0
76,Deadlifts,back,3,61,2,0
76,Plank,core,1,89,5,0
76,Bench Press,chest,3,63,3,0
76,Squats,legs,2,43,4,0
76,Deadlifts,back,3,21,3,0
76,Burpees,full,2,23,2,0
76,Bench Press,chest,3,52,2,0
76,Pull-ups,back,2,31,3,0
76,Lunges,legs,1,36,4,0
76,Lunges,legs,1,59,5,0
76,Squats,legs,2,48,2,0
76,Row,back,2,71,2,0
76,Burpees,full,2,40,3,0
76,Push-ups,chest,1,39,3,0
76,Pull-ups,back,2,82,2,0
76,Bench Press,chest,3,78,2,0
76,Plank,core,1,63,3,0
76,Deadlifts,back,3,34,3,0
76,OHP,shoulders,3,72,1,0
76,Pull-ups,back,2,32,3,0
76,Lunges,legs,1,89,3,0
76,OHP,shoulders,3,59,2,0
76,Pull-ups,back,2,47,4,0
76,OHP,shoulders,3,38,1,0
77,Row,back,2,77,3,1
77,Plank,core,1,72,5,1
77,Pull-ups,back,2,28,3,1
77,Burpees,full,2,53,3,1
77,Burpees,full,2,32,4,1
77,Burpees,full,2,23,4,1
77,OHP,shoulders,3,34,2,1
77,Lunges,legs,1,71,4,1
77,Deadlifts,back,3,26,4,1
77,Row,back,2,40,5,1
77,Push-ups,chest,1,48,5,1
77,Pull-ups,back,2,64,3,1
77,Plank,core,1,65,4,1
77,Push-ups,chest,1,32,5,1
77,Lunges,legs,1,74,4,1
78,Push-ups,chest,1,47,5,1
78,OHP,shoulders,3,86,2,1
78,Deadlifts,back,3,80,4,1
78,Deadlifts,back,3,28,4,1
78,Bench Press,chest,3,68,4,1
78,Deadlifts,back,3,65,2,1
78,Burpees,full,2,32,3,1
78,Pull-ups,back,2,36,5,1
78,Push-ups,chest,1,62,5,1
78,Row,back,2,47,3,1
78,Burpees,full,2,55,5,1
78,Deadlifts,back,3,52,2,1
78,Squats,legs,2,66,3,1
78,Row,back,2,52,5,1
78,Bench Press,chest,3,61,3,1
78,Bench Press,chest,3,66,4,1
78,Pull-ups,back,2,51,5,1
78,Lunges,legs,1,70,5,1
78,Plank,core,1,33,5,1
78,OHP,shoulders,3,75,2,1
78,Push-ups,chest,1,79,4,1
78,Pull-ups,back,2,25,4,1
79,Row,back,2,58,4,0
79,Burpees,full,2,29,4,0
79,Lunges,legs,1,86,3,0
79,Bench Press,chest,3,38,2,0
79,Push-ups,chest,1,76,5,0
